,zcr_mean,rms_mean,pitch_mean,emotion,intensity,mfcc_mean1,mfcc_mean2,mfcc_mean3,mfcc_mean4,mfcc_mean5,mfcc_mean6,mfcc_mean7,mfcc_mean8,mfcc_mean9,mfcc_mean10,mfcc_mean11,mfcc_mean12,mfcc_mean13,mfcc_std1,mfcc_std2,mfcc_std3,mfcc_std4,mfcc_std5,mfcc_std6,mfcc_std7,mfcc_std8,mfcc_std9,mfcc_std10,mfcc_std11,mfcc_std12,mfcc_std13,chroma_mean1,chroma_mean2,chroma_mean3,chroma_mean4,chroma_mean5,chroma_mean6,chroma_mean7,chroma_mean8,chroma_mean9,chroma_mean10,chroma_mean11,chroma_mean12,spectral_contrast_mean1,spectral_contrast_mean2,spectral_contrast_mean3,spectral_contrast_mean4,spectral_contrast_mean5,spectral_contrast_mean6,spectral_contrast_mean7,tonnetz_mean1,tonnetz_mean2,tonnetz_mean3,tonnetz_mean4,tonnetz_mean5,tonnetz_mean6
0,0.3727122486888112,0.002256089,70.22156,1,1,-697.7926,54.89004,0.6634654,12.435786,7.7339506,0.5307503,-3.216631,-3.1593943,-10.977551,-2.848711,0.8152973,-3.037067,1.9554465,-697.7926,54.89004,0.6634654,12.435786,7.7339506,0.5307503,-3.216631,-3.1593943,-10.977551,-2.848711,0.8152973,-3.037067,1.9554465,0.65504473,0.6107409,0.56857884,0.57231134,0.5553723,0.5292927,0.5870647,0.63835496,0.6429177,0.60642225,0.6101092,0.60403866,19.06341554722462,11.111397873719124,14.831702631461422,14.064220151476475,14.783035783788879,16.763103539763712,45.346245819984034,-0.046957894947758906,0.023990280047411976,-0.0511124651436211,-0.04818078036374523,0.013313848700124396,0.008846627355397013
1,0.3805508083767361,0.0024186159,65.20998,1,1,-692.8558,55.363895,-1.5483193,16.038307,8.81881,-0.14658618,-1.3733917,-5.29318,-11.623182,-1.3482835,0.8437145,-2.6412783,1.0172497,-692.8558,55.363895,-1.5483193,16.038307,8.81881,-0.14658618,-1.3733917,-5.29318,-11.623182,-1.3482835,0.8437145,-2.6412783,1.0172497,0.5984626,0.6235729,0.58694047,0.5343608,0.5340769,0.5540823,0.4952445,0.5469142,0.5820278,0.6303775,0.62802523,0.62193036,19.701801331839423,12.058813539363118,15.653537765378998,14.88492348397965,15.124800354552406,16.8430684001181,44.91822683798229,-0.08656286576120716,0.03963699016021114,-0.061517084615641676,-0.06871628511968736,0.03036781546953586,0.001457599897953136
2,0.39912317154255317,0.002809294,70.22983,1,1,-691.5879,58.024662,0.15946446,13.62465,5.374113,1.1623365,-2.0833595,-5.382585,-10.332824,-3.6620808,0.5606006,-2.8382256,1.8347855,-691.5879,58.024662,0.15946446,13.62465,5.374113,1.1623365,-2.0833595,-5.382585,-10.332824,-3.6620808,0.5606006,-2.8382256,1.8347855,0.635685,0.6447058,0.5812131,0.5954987,0.5853207,0.5324217,0.5213797,0.57995677,0.63943684,0.6400141,0.56352216,0.5635116,18.740107403548894,12.186304727721637,14.840007538126176,14.242441910326338,15.348363981028596,16.694573902359163,45.031481286773,-0.034985859538655066,-0.0016517892977324631,0.0005817183141479588,-0.005397276850483837,0.006596748463151919,0.0285846885336656
3,0.39692988708941607,0.0026172653,65.22256,1,1,-685.10547,55.87942,2.7832623,13.252023,6.9896693,2.9812741,-1.5860289,-6.961661,-10.348489,-3.270769,1.1761653,-1.4986562,0.5515501,-685.10547,55.87942,2.7832623,13.252023,6.9896693,2.9812741,-1.5860289,-6.961661,-10.348489,-3.270769,1.1761653,-1.4986562,0.5515501,0.62364393,0.5764289,0.518052,0.5232118,0.5916835,0.59026736,0.53603685,0.5876881,0.60980433,0.5587803,0.56649554,0.5914735,20.502031559169644,11.648422517109664,15.591367037422913,15.362148799740615,15.282212103939878,16.0670504073455,44.11910988753176,-0.054370944826104176,0.016376224062876425,0.0039576610098214626,-0.039613486891341046,0.002856059119822776,0.012277850988711965
4,0.3569846558415033,0.0016532314,74.305305,2,1,-727.1044,62.355034,3.1211815,15.064671,8.132434,1.927084,-3.2746565,-3.7617915,-9.7502985,-4.853837,0.99631554,-3.11607,0.5463205,-727.1044,62.355034,3.1211815,15.064671,8.132434,1.927084,-3.2746565,-3.7617915,-9.7502985,-4.853837,0.99631554,-3.11607,0.5463205,0.51502454,0.5645784,0.5858784,0.5540356,0.5314378,0.5373436,0.5012461,0.55344224,0.5747161,0.6175553,0.65300196,0.5507599,18.376673247128416,11.215313156180109,15.081763427157853,14.201858751084698,15.56487403217126,16.21582456828964,44.60749621680253,-0.07804732840888917,0.019999552110964065,0.01847669966762313,-0.11799633782965722,0.025579766491460213,0.00680405618714221
5,0.3222969250801282,0.001752111,84.83373,2,1,-707.3582,66.736465,2.2534885,11.169915,9.742079,1.0580918,-4.4261856,-4.6836147,-8.313273,-4.813666,1.7525572,-2.376542,-0.20691974,-707.3582,66.736465,2.2534885,11.169915,9.742079,1.0580918,-4.4261856,-4.6836147,-8.313273,-4.813666,1.7525572,-2.376542,-0.20691974,0.5861095,0.5739955,0.61264384,0.6442676,0.5618524,0.57124555,0.62026167,0.6233336,0.60019153,0.5804579,0.59599,0.55955845,19.74382450736075,12.351213792149755,15.439807013973669,13.888541753799505,15.15403409510502,15.790773123542959,44.78416608321787,-0.043016758576854296,-0.03146819877495983,0.027770725243055638,-0.06697510400166161,0.007701241104335337,0.03564473532083544
6,0.3653928238824503,0.0026211368,66.03716,2,1,-697.16614,65.1082,0.93036807,13.633627,5.9595957,2.8950703,-1.3418186,-4.7757535,-8.671515,-4.5529985,1.9706045,-1.6276461,1.4267263,-697.16614,65.1082,0.93036807,13.633627,5.9595957,2.8950703,-1.3418186,-4.7757535,-8.671515,-4.5529985,1.9706045,-1.6276461,1.4267263,0.5424405,0.5693346,0.5741543,0.58633816,0.5717354,0.54082775,0.52039486,0.5651054,0.57895774,0.5792607,0.59452325,0.581909,21.023054595358968,12.435240042540693,15.521538012842264,14.725753807635755,16.076705700767068,16.75739446906087,45.32846412817109,-0.04001094031630264,0.012815725873835693,-0.05520065989505735,-0.04820432273720451,0.0038788916272719225,0.010677299781437373
7,0.3942513020833333,0.002669931,60.154327,2,1,-698.6377,68.698586,1.1003665,13.685943,8.338751,2.0671213,-0.6167906,-5.732325,-7.861324,-4.411918,1.0114726,-1.7058651,1.5934341,-698.6377,68.698586,1.1003665,13.685943,8.338751,2.0671213,-0.6167906,-5.732325,-7.861324,-4.411918,1.0114726,-1.7058651,1.5934341,0.5277181,0.54203266,0.5665837,0.55683255,0.53077644,0.51670563,0.5171041,0.56918865,0.594047,0.62058747,0.60322315,0.60736984,21.559170819474076,12.50621694527418,16.057902476729776,14.56397837531958,15.619223981236313,16.19478638456513,45.21438233107081,-0.07485650526132952,-0.0024336500807833655,-0.03751577186398263,-0.07618707473855528,0.012963660363005974,0.024318297196878273
8,0.3,0.0015008143,78.348625,2,2,-734.1256,70.53291,4.225179,13.866501,9.276525,1.8420302,-3.7091064,-2.8845077,-6.3325033,-4.483915,2.0064912,-0.029675197,-0.17859097,-734.1256,70.53291,4.225179,13.866501,9.276525,1.8420302,-3.7091064,-2.8845077,-6.3325033,-4.483915,2.0064912,-0.029675197,-0.17859097,0.52014244,0.57341826,0.5899195,0.6024056,0.6096545,0.6122041,0.62904966,0.68472266,0.598937,0.52492714,0.56346315,0.5661339,20.336647909243492,11.752679128434897,15.228864552918528,14.345492000180354,15.74495177684708,15.909933821211478,44.897591633903765,-0.02500423903859484,-0.016031452568632535,0.01685452988895065,-0.10733071597060237,0.015615567126381319,0.018385534439585287
9,0.3299144237716763,0.0016126233,90.72024,2,2,-697.8223,67.33959,-0.4495511,11.884349,6.899115,0.5723886,-4.5503764,-6.025094,-7.934866,-4.8724413,2.6747522,-1.4644697,-1.1086311,-697.8223,67.33959,-0.4495511,11.884349,6.899115,0.5723886,-4.5503764,-6.025094,-7.934866,-4.8724413,2.6747522,-1.4644697,-1.1086311,0.5599574,0.55632144,0.5331117,0.5993243,0.56061035,0.54839164,0.5763973,0.63267183,0.604947,0.5495415,0.53788716,0.5306468,19.31378805845301,12.191548843572958,14.7317089368233,14.417100439931884,16.171939241546653,16.418308532403124,45.48851102414406,-0.028767524166326948,-0.01123443078242593,0.011553709567497048,-0.037629762435644795,0.008970570138225884,0.018621285422436032
